show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
80245626,Movie,pedal the world,felix starck,Felix Starck,Germany,"June 1, 2018",2015,TV-MA,85 min,"Documentaries, International Movies, Sports Movies","over the course of one memorable and adventure-filled year, felix starck documents his 18,000-kilometer bicycle journey across 22 countries."
80196584,Movie,singularity,robert kouba,"Julian Schaffner, John Cusack, Jeannine Wacker, Carmen Argenziano, Eileen Grubba, Pavlo Bubryak","Switzerland, United States","June 1, 2018",2017,PG-13,92 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","nearly a century after artificial intelligence tried to eradicate people from earth, two survivors search for a human enclave rumored to still exist."
80157084,Movie,aashik awara,umesh mehra,"Saif Ali Khan, Mamta Kulkarni, Mohnish Bahl, Sharmila Tagore, Saeed Jaffrey, Kader Khan",India,"June 1, 2017",1993,TV-14,154 min,"Dramas, International Movies, Music & Musicals","raised by a kindly thief, orphaned jimmy goes on the run from goons and falls in love with jyoti, whose father indirectly caused his parents' deaths."
80158580,Movie,amelia: a tale of two sisters,edward cotterill,Rachael Stirling,United Kingdom,"June 1, 2017",2017,TV-PG,44 min,Documentaries,"eight decades after her disappearance, amelia earhart's incredible accomplishments are still celebrated, thanks in large part to her sister muriel."
80108609,Movie,betting on zero,ted braun,William Ackman,USA,"June 1, 2017",2017,TV-PG,104 min,Documentaries,"this documentary dives into the complex world of herbalife, the international nutritional products company accused of being a pyramid scheme."
80173267,Movie,burlesque: heart of the glitter tribe,jon manning,,USA,"June 1, 2017",2017,TV-MA,76 min,Documentaries,"this revealing documentary probes the onstage personas of portland, oregon, burlesque performers who practice wildly different art forms."
80144804,Movie,catfight,onur tukel,"Sandra Oh, Anne Heche, Alicia Silverstone, Amy Hill, Myra Lucretia Taylor, Ariel Kavoussi, Damian Young, Stephen Gevedon, Giullian Yao Gioiello, Tituss Burgess",USA,"June 1, 2017",2016,TV-MA,96 min,"Comedies, Independent Movies",two college frenemies whose lives aren't what they hoped meet up decades later and escalate their resentments from verbal jabs to bloody brawls.
80139214,Movie,chingo bling: they can't deport us all,luis lopez,Chingo Bling,,"June 1, 2017",2017,TV-MA,63 min,Stand-Up Comedy,"on point and larger than life, rapper and stand-up comic chingo bling gathers his funniest friends for a rambunctious take on tex-mex culture."
80106038,Movie,devil's bride,saara cantell,"Tuulia Eloranta, Magnus Krepper, Elin Petersdottir, Claes Malmberg, Kaija Pakarinen, Antti Reini, Lauri Tanskanen, Johanna af Schultén, Maria Sid, Pirkko Hämäläinen, Sonja Halla-aho","Finland, Sweden, Norway, Latvia, Germany","June 1, 2017",2016,TV-MA,108 min,"Dramas, International Movies","on a small finnish island in 1666, a teenage girl in love with a married fisherman becomes the center of a tragic witch hunt and power struggle."
80122189,TV Show,fear files... har mod pe darr,,,India,"June 1, 2017",2015,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers","possessed lovers, witches, haunted houses and more bring tales of horror to the screen in this anthology series."
60000901,Movie,how the grinch stole christmas,ron howard,"Jim Carrey, Taylor Momsen, Jeffrey Tambor, Christine Baranski, Bill Irwin, Molly Shannon, Clint Howard, Josh Ryan Evans, Mindy Sterling, Anthony Hopkins",USA,"June 1, 2017",2000,PG,105 min,"Children & Family Movies, Comedies",the grinch decides to rob whoville of christmas – but a dash of kindness from little cindy lou who and her family may be enough to melt his heart.
80158769,Movie,how to stage a coup,cal seville,Cal Seville,United Kingdom,"June 1, 2017",2017,TV-14,47 min,Documentaries,"explore how caesar, napoleon, mussolini, hitler and modern-day dictators consolidated their considerable power through bold and brazen coups."
80158579,Movie,jackie: a tale of two sisters,edward cotterill,Rachael Stirling,United Kingdom,"June 1, 2017",2017,TV-PG,44 min,Documentaries,"rachael stirling narrates this multifaceted portrait of former first lady jacqueline kennedy onassis and her younger sister, lee radziwill."
80121872,TV Show,jhansi ki rani,,"Ulka Gupta, Sameer Dharmadhikari, Amit Pachori, Shailesh Dattar, Aruna Irani",India,"June 1, 2017",2009,TV-14,1 Season,"International TV Shows, TV Dramas","in british-ruled, 19th-century india, a 14-year-old girl trains as a warrior and becomes a devoted crusader in her country's fight for independence."
80158920,Movie,lens,jayaprakash radhakrishnan,"Jayaprakash Radhakrishnan, Anand Sami, Aswathy Lal, Misha Ghoshal",India,"June 1, 2017",2015,TV-MA,109 min,"Dramas, Independent Movies, International Movies","addicted to webcams and voyeurism, a married man gets more than he bargained for when an online stranger tries to force him to watch a suicide."
80107736,Movie,little boxes,rob meyer,"Melanie Lynskey, Nelsan Ellis, Armani Jackson, Oona Laurence, Janeane Garofalo, Christine Taylor, Nadia Dajani, Veanne Cox, Will Janowitz, Julie Hays",USA,"June 1, 2017",2016,TV-14,89 min,"Comedies, Dramas, Independent Movies","after moving from new york city to a small town in washington state, an interracial couple and their preteen son struggle to adjust to their new life."
80148967,Movie,love.com,anita barbosa,"Isis Valverde, Gil Coelho, Joaquim Lopes, Carol Portes, Alexandra Richter, Marcos Mion, João Côrtes, César Cardadeiro",Brazil,"June 1, 2017",2017,TV-MA,92 min,"Comedies, International Movies, Romantic Movies","when a fashion blogger falls for a video game vlogger, their romance goes viral. but separating their virtual life from reality gets complicated."
70057994,Movie,maya memsaab,ketan mehta,"Deepa Sahi, Farooq Shaikh, Raj Babbar, Shah Rukh Khan, Shreeram Lagoo, Sudha Shivpuri, Paresh Rawal, Raghuvir Yadav, Satyadev Dubey","France, United Kingdom, India","June 1, 2017",1993,NR,122 min,"Dramas, International Movies, Music & Musicals","a beautiful, wealthy woman’s insatiable appetite for romance leads to tragedy and a police investigation."
80186862,Movie,michael lost and found,daniel wilner,,"Canada, United States","June 1, 2017",2017,TV-PG,19 min,"Documentaries, International Movies, LGBTQ Movies","benjie nycum travels to wyoming to visit his ex-lover, michael glatze, a former gay activist who now lives with his wife and works as a church pastor."
80157207,TV Show,mind game,,"Tay Ping Hui, Joanne Peh, Zhang Yaodong, Paige Chua, Akit Tay",,"June 1, 2017",2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","with the help of a cop, a psychologist and a woman who can foretell the future, a brilliant paralegal works to solve an array of perplexing mysteries."
80176449,TV Show,miniforce,,"Sang-hyun Um, Jeong-hwa Yang, Tae-yeol Jeon, Yong-woo Shin, So-yeong Lee, Wan-kyung Sung, Soyeon, Jin-wook Hong, Yeong-wung Jeong",,"June 1, 2017",2016,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",four animal superheroes called the miniforce transform into robots to protect small and defenseless creatures from the hands of scheming villains.
80156937,Movie,oh darling yeh hai india,ketan mehta,"Shah Rukh Khan, Deepa Sahi, Javed Jaffrey, Anupam Kher, Amrish Puri, Tom Alter, Tinnu Anand, Sadashiv Amrapurkar, Tiku Talsania, Kader Khan",India,"June 1, 2017",1995,TV-14,154 min,"Action & Adventure, Comedies, International Movies",a penniless actor new to mumbai and a beautiful woman he meets one fateful night try to stop a gangster from replacing india's president with a twin.
80035684,TV Show,"pablo escobar, el patrón del mal",,"Andrés Parra, Angie Cepeda, Cecilia Navia, Vicky Hernández, Christian Tappán, Rodolfo Silva, Tommy Vasquez, Toto Vega, Nicolás Montero, Marcela Gallego",Colombia,"June 1, 2017",2012,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","from his days as a petty thief to becoming head of a drug-trafficking empire, this riveting series charts the life of the infamous pablo escobar."
80175277,TV Show,power battle watch car,,"Sang-hyun Um, Tae-yeol Jeon, Yeong-wung Jeong, Hye-won Jeong, Yong-woo Shin, Jin-hong Bae, Do-hyeong Nam, Min-kyu Lee",,"June 1, 2017",2016,TV-Y7,1 Season,"Kids' TV, Korean TV Shows","jino and his watch car, bluewill, compete in the battle league to become world champions. meanwhile, a dark force threatens to destroy them all."
80158546,Movie,prince,lekh tandon,"Shammi Kapoor, Vyjayantimala, Rajendra Nath, Ajit, Helen, Leela Chitnis, Parveen Choudhary, Sudhir, Sunder, Rashid Khan",India,"June 1, 2017",1969,TV-14,152 min,"Dramas, International Movies, Romantic Movies","to better himself, a spoiled prince temporarily assumes a commoner’s identity. but he soon learns his palace has been gifted to his father’s new wife."
80156936,Movie,qila,umesh mehra,"Dilip Kumar, Mukul Dev, Rekha, Mamta Kulkarni, Smita Jaykar, Gulshan Grover",India,"June 1, 2017",1998,TV-14,161 min,"Dramas, International Movies","when an abusive landowner is murdered, his twin brother sets out to find the killer but quickly discovers that everyone, it seems, wanted him dead."
80121871,TV Show,rab se sohna isshq,,"Ekta Kaul, Ashish Sharma, Kanan Malhotra, Sukirti Kandpal",,"June 1, 2017",2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","a complex love triangle goes horribly wrong in this epic, multigenerational saga involving romance, revenge, mistaken identity and amnesia."
80121843,Movie,smoke & mirrors,alberto rodríguez,"Eduard Fernández, José Coronado, Marta Etura, Carlos Santos, Enric Benavent, Philippe Rebbot, Israel Elejalde, Tomás del Estal, Emilio Gutiérrez Caba",Spain,"June 1, 2017",2016,TV-14,123 min,"Dramas, International Movies, Thrillers","betrayed by the spanish government he once served, a former secret agent plots to steal millions of dollars embezzled by a corrupt public official."
80124091,TV Show,the day will come,,"Sofie Gråbøl, Lars Mikkelsen, Harald Kaiser Hermann, Albert Rudbeck Lindhardt, Laurids Skovgaard Andersen, Søren Sætter Lassen, Sonja Richter, David Dencik, Solbjørg Højfeldt, Lars Ranthe",Denmark,"June 1, 2017",2016,TV-MA,1 Season,"International TV Shows, TV Dramas","in 1967, two brothers from copenhagen, denmark, wind up in an orphanage, where the headmaster's cruel tyranny slowly provokes the kids to push back."
80157244,TV Show,the dream job,,"Hugo Ng, Shaun Chen, Jeanette Aw, Rebecca Lim, Zhang Zhenhuan, Ian Fang",Singapore,"June 1, 2017",2016,TV-14,1 Season,"International TV Shows, TV Dramas","a mysterious, wealthy man offers three people a lucrative, unusual job that may be too good to be true: live the high life as his children and heirs."
80122238,TV Show,the golden years with javed akhtar,,,India,"June 1, 2017",2016,TV-G,1 Season,"Docuseries, International TV Shows","writer, poet and lyricist javed akhtar hosts this musical trip down memory lane, revealing untold stories behind india's best songs of 1950-75."
80158581,Movie,the mitfords: a tale of two sisters,edward cotterill,Rachael Stirling,United Kingdom,"June 1, 2017",2017,TV-PG,44 min,Documentaries,jessica and diana were sisters who were separated by just a few years in age. but their political ideologies couldn't have been any farther apart.
60023237,Movie,y tu mamá también,alfonso cuarón,"Maribel Verdú, Gael García Bernal, Diego Luna, Daniel Giménez Cacho, Ana López Mercado, Nathan Grinberg, Verónica Langer, María Aura, Giselle Audirac, Arturo Ríos, Andrés Almeida, Diana Bracho, Emilio Echevarría",Mexico,"June 1, 2017",2001,R,106 min,"Dramas, Independent Movies, International Movies","when rich teens tenoch and julio meet the alluring, older luisa, they try to impress her with stories of a road trip, then convince her to join them."
80104022,TV Show,72 cutest animals,,,Australia,"June 1, 2016",2016,TV-G,1 Season,"Docuseries, International TV Shows, Science & Nature TV",this series examines the nature of cuteness and how adorability helps some animal species to survive and thrive in a variety of environments.
80103006,TV Show,72 dangerous places to live,,Mitch Ryan,Australia,"June 1, 2016",2016,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV","get up close and personal with avalanches, fiery volcanoes and other natural cataclysms, and learn why some choose to live in their destructive paths."
80104041,Movie,black man white skin,jose manuel colón,,Spain,"June 1, 2016",2015,TV-14,79 min,"Documentaries, International Movies",this film chronicles the health and social problems that african albinos face and details the fight waged on their behalf by advocacy groups in spain.
80097532,TV Show,bob ross: beauty is everywhere,,Bob Ross,,"June 1, 2016",1991,TV-G,1 Season,TV Shows,"""the joy of painting"" host bob ross brings his signature wet-on-wet style to a bevy of bucolic landscape paintings celebrating the beauty of nature."
80105085,TV Show,gentlemen and gangsters,,"David Dencik, Ruth Vega Fernandez, David Fukamachi Regnfors, Sverrir Gudnason, Andreas Kundler, Sven Nordin, Boman Oscarsson, Lars Green, Sebastian Sporsén, Amanda Ooms, Magnus Krepper, Peter Carlberg, Peter Bergared, Christopher Wagelin, Lars Helander, Emilie Jonsson",Sweden,"June 1, 2016",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows","now on the run, a writer relates his previous year's escapades when he got sucked into the thrilling, sordid orbit of boxer and jazz man henry morgan."
80093213,Movie,spy time,javier ruiz caldera,"Imanol Arias, Quim Gutiérrez, Alexandra Jiménez, Berto Romero, Carlos Areces, Eduardo Gómez, Dani El Rojo, Emilio Gutiérrez Caba, Rossy de Palma, Sílvia Abril",Spain,"June 1, 2016",2015,TV-MA,93 min,"Action & Adventure, Comedies, International Movies","when his girlfriend dumps him for being a bore, a working stiff discovers that his father is a secret agent and a dangerous thug is targeting them."
80099305,Movie,the fear of 13,david sington,,United Kingdom,"June 1, 2016",2015,TV-MA,95 min,"Documentaries, International Movies","after 20 years on death row, self-educated inmate nick petitions the court to be executed, then tells his twisting, turning tale of despair and hope."
80103623,Movie,the heroes of evil,zoe berriatúa,"Emilio Palacios, Jorge Clemente, Beatriz Medina, Macarena Gómez, Olivia Baglivi, Paula Soldevila, Nacho Coronado, Beatriz Olivares",Spain,"June 1, 2016",2015,NR,99 min,"Dramas, International Movies","three teenage misfits find camaraderie in sex, violence and petty crime. but what starts as a lark soon threatens to damage them beyond repair."
80032640,Movie,the perfect dictatorship,luis estrada,"Damián Alcázar, Alfonso Herrera, Joaquín Cosio, Osvaldo Benavides, Silvia Navarro, Flavio Medina, Saúl Lisazo, Tony Dalton",Mexico,"June 1, 2015",2014,NR,143 min,"Comedies, Dramas, International Movies","after accepting a colossal bribe, a powerful tv conglomerate gins up fake news stories to enhance the image of a notoriously corrupt politician."
81098589,Movie,aziz ansari: right now,spike jonze,Aziz Ansari,USA,"July 9, 2019",2019,TV-MA,65 min,Stand-Up Comedy,"in a comedy special directed by spike jonze, aziz ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate."
80221446,Movie,mary poppins returns,rob marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Pixie Davies, Nathanael Saleh, Joel Dawson, Julie Walters, Meryl Streep, Colin Firth, Dick Van Dyke","United States, United Kingdom","July 9, 2019",2018,PG,131 min,"Children & Family Movies, Music & Musicals","in 1930s london, michael banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears."
81088333,TV Show,krishna balram,,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Arun Shekher, Sanchit Wartak, Sharda Agnihotri, Ashok Sonawane, Joy Mukherjee",,"July 8, 2019",2019,TV-Y7-FV,1 Season,Kids' TV,"from playing pranks to destroying demons, lord krishna and brother balaram's lives in vrindavan are action-packed in this mythological series."
80991107,TV Show,mr. sunshine,lee eung-bok,"Lee Byung-hun, Kim Tae-ri, Yoo Yeon-seok, Kim Min-jung, Byun Yo-han",South Korea,"July 8, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",a young boy who ends up in the u.s. after the 1871 shinmiyangyo incident returns to korea at a historical turning point and falls for a noblewoman.
80048977,Movie,the invitation,karyn kusama,"Logan Marshall-Green, Emayatzy Corinealdi, Aiden Lovekamp, Michelle Krusiec, Mike Doyle, Jordi Vilasuso, Jay Larson, Marieh Delfino, Tammy Blanchard, Michiel Huisman, Lindsay Burdge, John Carroll Lynch",USA,"July 8, 2016",2015,NR,100 min,"Horror Movies, Independent Movies, Thrillers","a man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions."
70189282,Movie,the iron lady,phyllida lloyd,"Meryl Streep, Jim Broadbent, Alexandra Roach, Harry Lloyd, Olivia Colman, Iain Glen, Victoria Bewick, Nicholas Farrell, John Sessions, Anthony Head, David Westhead, Julian Wadham, Richard E. Grant, Angus Wright, Roger Allam, Michael Pennington, Susan Brown, Phoebe Waller-Bridge","United Kingdom, France","July 7, 2019",2011,PG-13,105 min,"Dramas, International Movies","margaret thatcher, the first female prime minister of britain, navigates a career destined to change the rules of leadership and politics."
80119249,Movie,1 mile to you,leif tilden,"Billy Crudup, Graham Rogers, Liana Liberato, Stefanie Scott, Tim Roth, Melanie Lynskey, Thomas Cocquerel, Peter Coyote",USA,"July 7, 2017",2017,TV-14,105 min,"Dramas, Romantic Movies, Sports Movies","after escaping the bus accident that killed his girlfriend, a high school student channels his grief into running, with the help of a new coach."
80160516,TV Show,diamond lover,,"Rain, Tiffany Tang, Luo Jin, Dilraba Dilmurat, Yao Yichen",China,"July 7, 2017",2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","after an accident leads to great weight loss, once-obese mi duo embarks on a new life working for her secret crush, diamond company ceo xiao liang."
80160391,TV Show,king’s war,,"Chen Daoming, Peter Ho, Duan Yihong, Qin Lan, Li Yixiao, Yang Lixin, You Yong, Yu Hewei",,"July 7, 2017",2012,TV-14,1 Season,"International TV Shows, TV Dramas","in 210 b.c., during the upheaval following the death of emperor qin, insurgent warriors xiang yu and liu bang fight for control of the chinese empire."
80160597,TV Show,qin empire: alliance,,"Fu Dalong, Ning Jing, Yu Entai, Zhou Bo, Fu Miao, Feihu Sun, Lu Ying, Qiu Yongli",China,"July 7, 2017",2012,TV-14,1 Season,"International TV Shows, TV Dramas","during the warring states period, qin state ruler duke xiao recruits statesman shang yang to help enact bold reforms that transform western china."
80117747,Movie,take me,pat healy,"Taylor Schilling, Pat Healy, Alycia Delmore, Jim O'Heir, Brooke Dillman, Mark Kelly, Toby Huss, Alejandro Patiño",USA,"July 7, 2017",2017,TV-MA,84 min,"Comedies, Independent Movies","with his simulated kidnapping business flagging, an entrepreneur jumps at a weekend abduction opportunity – only to find the job isn't what it seems."
70228154,TV Show,the legend of bruce lee,,"Danny Chan, Michelle Lang, Ted Duran, Hazen MacIntyre, Luoyong Wang, Natalia Dzyublo, Traci Ann Wolfe, Ke Gai, Zhou Zhou, Yu Chenghui",China,"July 7, 2017",2008,NR,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","the brief but spectacular career of martial arts superstar bruce lee is recounted in this drama, starring danny chan as the enigmatic and driven lee."
80104622,TV Show,nsu german history x,,"Anna Maria Mühe, Albrecht Schuch, Sebastian Urzendowsky, Almila Bagriacik, Tom Schilling, André Hennicke, Florian Lukas, Liv Lisa Fries, Sylvester Groth, Florian Stetter, Nina Gummich, Jonas Leonhardi, Ben Münchow, Maximilian Jaenisch",Germany,"July 7, 2016",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","after german reunification, the neo-nazi national socialist underground begins a killing spree while cops fight an uphill battle to catch them."
80004286,Movie,"monster high: scaris, city of frights","dustin mckenzie, andrew duncan, audu paden","Laura Bailey, Cam Clarke, Erin Fitzgerald, Dee Dee Green, Celeste Henderson, Kate Higgins, Jonathan Lipow, Julie Maddalena, Dustin McKenzie, Audu Paden",USA,"July 7, 2015",2013,TV-G,60 min,Children & Family Movies,"when clawdeen gets a chance to study with a top fashion designer, she and her pals hop on a plane to scaris, france, the city where screams come true."
81039323,Movie,sicilian ghost story,"fabio grassadonia, antonio piazza","Julia Jedlikowska, Gaetano Fernandez, Corinne Musallari, Lorenzo Curcio, Andrea Falzone, Federico Finocchiaro, Vincenzo Amato, Sabine Timoteo","Italy, France, Switzerland","July 6, 2019",2017,TV-MA,119 min,"Dramas, International Movies, Thrillers","when officials are slow to investigate a mysterious disappearance, a teen girl searches the dark woods on the outskirts of town for the boy she loves."
81001804,Movie,100 days of solitude,,,Spain,"July 6, 2018",2018,TV-14,93 min,"Documentaries, International Movies","spanish photographer josé díaz spends 100 days living alone on a remote mountain, connecting to nature and documenting the beauty of his surroundings."
80192064,Movie,luciano mellera: infantiloide,"raúl campos, jan suter",Luciano Mellera,Argentina,"July 6, 2018",2018,TV-14,66 min,Stand-Up Comedy,argentina's luciano mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.
80176715,Movie,the legacy of a whitetail deer hunter,jody hill,"Josh Brolin, Danny McBride, Montana Jordan, Scoot McNairy, Carrie Coon",USA,"July 6, 2018",2018,TV-14,83 min,"Action & Adventure, Comedies, Dramas",a star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.
80168029,Movie,the skin of the wolf,samu fuentes,"Mario Casas, Irene Escolar, Ruth Díaz",Spain,"July 6, 2018",2018,TV-14,110 min,"Dramas, Independent Movies, International Movies",an animal trapper living in an abandoned mountain town in northern spain seeks to resolve his loneliness by securing a wife.
80245121,Movie,white fang,alexandre espigares,"Nick Offerman, Rashida Jones, Paul Giamatti, Eddie Spears, David Boat, Sean Kenin, Raquel Antonia, Daniel Hagen, Stephen Kramer Glickman, William Calvert, Jason Grasl, Armando Riesco","France, Luxembourg, United States","July 6, 2018",2018,TV-PG,88 min,"Children & Family Movies, Dramas",a loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.
80177339,Movie,motu patlu: king of kings,suhas kadav,"Saurav Chakrabarty, Vinay Pathak",India,"July 6, 2017",2016,TV-Y7-FV,109 min,"Children & Family Movies, Comedies","motu and patlu want to help a circus lion get back to the jungle. on the way, the three become caught up in an exciting adventure in the forest."
80170277,Movie,speech & debate,dan harris,"Liam James, Sarah Steele, Austin McKenzie, Roger Bart, Janeane Garofalo, Wendi McLendon-Covey, Kal Penn, Kimberly Williams-Paisley, Skylar Astin, Edgar Arreola, Sarah Baker",USA,"July 6, 2017",2017,PG-13,96 min,"Comedies, Dramas, Independent Movies","fed up with the hypocrisy of the adults around them, three creative high school misfits revive an old debate club as a way to fight back."
80097355,Movie,brahman naman,qaushiq mukherjee,"Shashank Arora, Tanmay Dhanania, Chaitanya Varad, Vaishwath Shankar, Sindhu Sreenivasa Murthy, Sid Mallya, Denzil Smith","India, United Kingdom","July 6, 2016",2016,TV-MA,96 min,"Comedies, Independent Movies, International Movies",this homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything – except how to talk to women.
81078217,TV Show,in the dark,,"Perry Mattfeld, Brooke Markham, Casey Deidrick, Keston John, Morgan Krantz, Rich Sommer, Thamela Mpumlwana, Saycon Sengbloh, Kathleen York, Derek Webster",USA,"July 5, 2019",2019,TV-14,1 Season,"Crime TV Shows, TV Dramas",a blind woman with vices finds herself in the middle of a murder investigation when her best friend turns up dead.
80223153,Movie,"river, el más grande siempre","marcelo altmark, mariano mucci, luis a. scalella",,Argentina,"July 5, 2019",2019,TV-G,105 min,"Documentaries, International Movies, Sports Movies","experience the highlights of argentine soccer team club atlético river plate's long history, from its early development to its major victories."
81108281,TV Show,the legend of white snake,,"Yu Menglong, Ju Jingyi, Pei Zitian, Xiao Yan, Nie Zihao, Yu Lang",,"July 5, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","in this new take on a classic tale, an ancient snake spirit transforms into a beautiful woman and falls in love with a doctor unaware of her true form."
70122316,Movie,blue valentine,derek cianfrance,"Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman, Mike Vogel, Ben Shenkman, Jen Jones, Maryann Plunkett, Marshall Johnson, James Benatti, Barbara Troy, Carey Westbrook, Enid Graham",USA,"July 5, 2018",2010,R,112 min,"Dramas, Independent Movies, Romantic Movies","as cindy and dean muddle through their languishing marriage, they hearken back to the golden days when life was filled with possibility and romance."
80102266,TV Show,dharmakshetra,,"Kashmira Irani, Chandan Anand, Dinesh Mehta, Ankit Arora, Pushkar Goggiaa, Anjali Rana, Aarya DharmChand Kumar, Amit Behl, Maleeka Ghai",India,"July 5, 2018",2014,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","after the ancient great war, the god chitragupta oversees a trial to determine who were the battle's true heroes and villains."
80102162,TV Show,raja rasoi aur anya kahaniyan,,,India,"July 5, 2018",2014,TV-G,1 Season,"Docuseries, International TV Shows","explore the history and flavors of regional indian cuisine, from traditional kashmiri feasts to the vegetarian dishes of gujarat."
80102160,TV Show,stories by rabindranath tagore,anurag basu,,India,"July 5, 2018",2015,TV-14,1 Season,"International TV Shows, TV Dramas",the writings of nobel prize winner rabindranath tagore come to life in this collection of tales set in early-20th-century bengal.
80076160,Movie,cristina,michèle ohayon,,USA,"July 4, 2019",2016,NR,40 min,Documentaries,"in this short documentary, 37-year-old cristina valiantly battles cancer while doing all she can to encourage others to live in the moment."
80099089,Movie,skiptrace,renny harlin,"Jackie Chan, Johnny Knoxville, Fan Bingbing, Eric Tsang, Eve Torres, Winston Chao","China, Hong Kong, United States","July 4, 2019",2016,PG-13,107 min,"Action & Adventure, Comedies","to capture a crime lord who killed his partner and kidnapped his partner's daughter, a hong kong detective teams with a smart aleck american gambler."
70303706,Movie,sommore: chandelier status,kevin layne,Sommore,USA,"July 4, 2018",2013,NR,77 min,Stand-Up Comedy,"luminous funnywoman sommore wows miami with her unique take on body modification, internet sex, the world of celebrities and more."
80195243,Movie,vegas baby,amanda micheli,,USA,"July 4, 2017",2016,TV-14,78 min,Documentaries,"a las vegas doctor's controversial online contest sees anxious entrants vie for free in vitro fertilization, a procedure rarely covered by insurance."
80236408,TV Show,bangkok love stories: innocence,,"Nida Patcharaveerapong, Nicole Theriault, Nattapol Diloknawarit, Tosatid Darnkhuntod, Narupornkamol Chaisang, Pavadee Komchokpaisan, Kawin Manonukul, Ponlawit Ketprapakorn, Rudklao Amratisha, Paramej Noiam, Tachakorn Boonlupyanun, Teera Pratumtree, Nawarat Techarathanaprasert, Naphon Phromsuwan",,"July 31, 2019",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","from a teenage parkour enthusiast to a bawdy restaurateur, an eclectic group of characters find romance in bangkok's glittering silom district."
81039161,Movie,ramen shop,eric khoo,"Takumi Saitoh, Seiko Matsuda, Mark Lee, Jeanette Aw, Tsuyoshi Ihara, Tetsuya Bessho, Beatrice Chien","Singapore, Japan, France","July 31, 2019",2018,TV-PG,90 min,"Dramas, International Movies",ramen chef masato travels to singapore to retrace his mother's life and finds a deeper understanding of his family history and culture.
80240537,Movie,the red sea diving resort,gideon raff,"Chris Evans, Michael Kenneth Williams, Haley Bennett, Alessandro Nivola, Michiel Huisman, Alex Hassell, Mark Ivanir, Chris Chalk, Greg Kinnear, Ben Kingsley","Canada, United States","July 31, 2019",2019,TV-MA,130 min,"Dramas, Thrillers",undercover agents open up a fake hotel to real tourists as a cover to help smuggle thousands of ethiopian refugees to safety. inspired by true events.
80997870,Movie,flying guillotine 2,"kang cheng, shan hua","Feng Ku, Chung Wang, Szu Shih, Lung Ti, Lo Lieh, Szu-Chia Chen",Hong Kong,"July 31, 2018",1978,TV-MA,88 min,"Action & Adventure, International Movies","the emperor's reign of terror expands. heroic outlaw ma teng joins a squad of female rebels, whose leader is torn between family loyalties."
80244539,TV Show,reality of dream,,"Sean Jindachot, Jintanutda Lummakanon, Charebelle Lanlalin, Aon Korakot Tunkaew, Attaporn Teemakorn, Rath Rattasin Nalintanapat, Ak Akarat, Geng Wayo Assawarungruang, Pemy Peramin Thabkaew",,"July 31, 2018",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","five friends from college chase their post-grad dreams of becoming a successful writer, film director, singer, rich wife and out-and-proud hair stylist."
60001377,Movie,the five venoms,cheh chang,"Philip Kwok, Chien Sun, Sheng Chiang, Feng Lu, Meng Lo, Pai Wei, Lung Wei Wang, Feng Ku, Shu Pei Sun, Sun Chien",Hong Kong,"July 31, 2018",1978,R,97 min,"Action & Adventure, Cult Movies, International Movies",a dying kung fu master sends his last student to track down five former pupils in order to learn which one of them has become evil.
